object,image,force,mask
Cross,data_all/cross7/tactile_nobg/1713316787771.png,"[-0.19, 0.367, -9.668]",data_all/cross7/depth_align_cross7/1713316795391_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713310917105.png,"[-0.029, 0.091, -1.58]",data_all/cross7/depth_align_cross7/1713310939750_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713320737774.png,"[-0.094, 0.125, -2.378]",data_all/cross7/depth_align_cross7/1713320760733_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713290046129.png,"[0.07, 0.419, -9.901]",data_all/cross7/depth_align_cross7/1713290050084_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713306210456.png,"[0.045, 0.788, -12.029]",data_all/cross7/depth_align_cross7/1713306214165_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713307063148.png,"[-0.04, 0.302, -8.924]",data_all/cross7/depth_align_cross7/1713307078231_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713303265176.png,"[0.195, 0.187, -3.927]",data_all/cross7/depth_align_cross7/1713303280520_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713322567884.png,"[-0.139, 0.04, -8.635]",data_all/cross7/depth_align_cross7/1713322567884_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713328592744.png,"[0.182, 0.397, -7.374]",data_all/cross7/depth_align_cross7/1713328604320_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713327756513.png,"[-0.002, 0.145, -7.164]",data_all/cross7/depth_align_cross7/1713327771696_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713288254833.png,"[0.058, -0.051, -1.528]",data_all/cross7/depth_align_cross7/1713288274865_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713302550777.png,"[0.006, 0.018, -1.407]",data_all/cross7/depth_align_cross7/1713302579354_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713285957053.png,"[0.23, 0.394, -8.42]",data_all/cross7/depth_align_cross7/1713285965464_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713287129890.png,"[0.262, 0.187, -5.561]",data_all/cross7/depth_align_cross7/1713287138302_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713319536473.png,"[0.097, -0.039, -3.242]",data_all/cross7/depth_align_cross7/1713319555573_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713302640060.png,"[-0.08, -0.036, -5.089]",data_all/cross7/depth_align_cross7/1713302651642_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713322689487.png,"[0.108, 0.624, -10.637]",data_all/cross7/depth_align_cross7/1713322693598_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713327140000.png,"[0.013, 0.573, -8.861]",data_all/cross7/depth_align_cross7/1713327147566_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713288748561.png,"[-0.132, 0.724, -10.532]",data_all/cross7/depth_align_cross7/1713288752518_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713295092043.png,"[-0.214, 0.365, -7.95]",data_all/cross7/depth_align_cross7/1713295100607_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713313903101.png,"[0.506, 0.298, -8.577]",data_all/cross7/depth_align_cross7/1713313914879_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713307301531.png,"[0.019, 0.06, -2.822]",data_all/cross7/depth_align_cross7/1713307317420_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713296990940.png,"[-0.244, 0.206, -2.091]",data_all/cross7/depth_align_cross7/1713297014931_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713297163242.png,"[0.064, -0.093, -2.313]",data_all/cross7/depth_align_cross7/1713297187383_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713296387350.png,"[-0.038, -0.223, -4.826]",data_all/cross7/depth_align_cross7/1713296407531_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713300622958.png,"[-0.05, -0.051, -2.99]",data_all/cross7/depth_align_cross7/1713300646602_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713300019618.png,"[-0.08, -0.123, -4.47]",data_all/cross7/depth_align_cross7/1713300039397_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713323019644.png,"[0.007, 0.214, -10.65]",data_all/cross7/depth_align_cross7/1713323023654_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713310548408.png,"[-0.126, 0.042, -3.391]",data_all/cross7/depth_align_cross7/1713310567541_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713321203400.png,"[-0.109, 0.179, -5.401]",data_all/cross7/depth_align_cross7/1713321218543_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713307986064.png,"[0.113, 0.055, -3.076]",data_all/cross7/depth_align_cross7/1713308006160_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713316200308.png,"[-0.036, 0.022, -3.326]",data_all/cross7/depth_align_cross7/1713316223123_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713325610662.png,"[0.364, 0.098, -11.969]",data_all/cross7/depth_align_cross7/1713325610662_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713306613415.png,"[0.145, 0.052, -7.514]",data_all/cross7/depth_align_cross7/1713306624693_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713293286233.png,"[0.193, 0.022, -5.205]",data_all/cross7/depth_align_cross7/1713293298903_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713316577430.png,"[-0.009, 0.165, -6.544]",data_all/cross7/depth_align_cross7/1713316592464_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713328031747.png,"[0.062, -0.035, -1.322]",data_all/cross7/depth_align_cross7/1713328062409_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713297682514.png,"[0.235, 0.18, -4.255]",data_all/cross7/depth_align_cross7/1713297702446_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713318988532.png,"[0.586, 0.462, -9.134]",data_all/cross7/depth_align_cross7/1713318992594_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713326309386.png,"[-0.178, 0.632, -10.095]",data_all/cross7/depth_align_cross7/1713326317101_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713302757490.png,"[0.079, 0.001, -2.358]",data_all/cross7/depth_align_cross7/1713302780707_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713288188521.png,"[0.602, 0.312, -8.018]",data_all/cross7/depth_align_cross7/1713288188521_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713313802056.png,"[-0.012, 0.045, -1.091]",data_all/cross7/depth_align_cross7/1713313829777_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713305825677.png,"[-0.15, -0.018, -4.107]",data_all/cross7/depth_align_cross7/1713305844871_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713310585727.png,"[-0.028, -0.021, -1.378]",data_all/cross7/depth_align_cross7/1713310608570_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713302893612.png,"[-0.114, 0.004, -7.777]",data_all/cross7/depth_align_cross7/1713302905194_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713325965475.png,"[-0.015, 0.12, -1.528]",data_all/cross7/depth_align_cross7/1713325984358_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713290679647.png,"[-0.015, 0.132, -2.005]",data_all/cross7/depth_align_cross7/1713290699532_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713314727734.png,"[0.623, -0.059, -13.882]",data_all/cross7/depth_align_cross7/1713314727734_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713328812532.png,"[0.214, -0.132, -13.836]",data_all/cross7/depth_align_cross7/1713328812532_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713288858749.png,"[-0.0, 0.089, -1.265]",data_all/cross7/depth_align_cross7/1713288882389_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713329164949.png,"[0.071, -0.013, -1.582]",data_all/cross7/depth_align_cross7/1713329188439_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713294364289.png,"[-0.122, 0.381, -5.949]",data_all/cross7/depth_align_cross7/1713294372701_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713311639918.png,"[0.089, 0.737, -12.484]",data_all/cross7/depth_align_cross7/1713311639918_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713330313904.png,"[0.259, -0.274, -10.989]",data_all/cross7/depth_align_cross7/1713330313904_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713312044565.png,"[-0.022, 0.21, -9.991]",data_all/cross7/depth_align_cross7/1713312051971_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713295728089.png,"[-0.092, 0.205, -7.09]",data_all/cross7/depth_align_cross7/1713295736551_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713312485327.png,"[-0.064, 0.034, -1.864]",data_all/cross7/depth_align_cross7/1713312513080_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713302233784.png,"[-0.086, 0.084, -5.256]",data_all/cross7/depth_align_cross7/1713302248772_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713319510054.png,"[0.312, 0.232, -8.625]",data_all/cross7/depth_align_cross7/1713319514114_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713296359757.png,"[0.018, 0.231, -11.014]",data_all/cross7/depth_align_cross7/1713296363965_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713324038998.png,"[0.001, -0.011, -2.922]",data_all/cross7/depth_align_cross7/1713324059540_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713288558324.png,"[0.04, 0.187, -2.126]",data_all/cross7/depth_align_cross7/1713288578347_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713327162296.png,"[-0.029, 0.101, -2.278]",data_all/cross7/depth_align_cross7/1713327189109_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713292295899.png,"[0.159, -0.245, -8.261]",data_all/cross7/depth_align_cross7/1713292303761_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713325056544.png,"[0.194, -0.492, -10.742]",data_all/cross7/depth_align_cross7/1713325060651_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713315023499.png,"[0.353, -0.111, -8.986]",data_all/cross7/depth_align_cross7/1713315031523_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713284912411.png,"[0.124, 0.588, -8.8]",data_all/cross7/depth_align_cross7/1713284920364_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713314380942.png,"[0.626, 0.139, -14.822]",data_all/cross7/depth_align_cross7/1713314380942_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713290198202.png,"[0.015, -0.142, -2.268]",data_all/cross7/depth_align_cross7/1713290221984_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713310796619.png,"[-0.059, 0.023, -4.078]",data_all/cross7/depth_align_cross7/1713310816458_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713315852814.png,"[-0.08, 0.729, -12.338]",data_all/cross7/depth_align_cross7/1713315852814_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713288522923.png,"[-0.141, 0.246, -3.947]",data_all/cross7/depth_align_cross7/1713288530834_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713310096231.png,"[-0.126, 0.052, -3.995]",data_all/cross7/depth_align_cross7/1713310115318_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713317188260.png,"[-0.023, 0.034, -2.709]",data_all/cross7/depth_align_cross7/1713317210912_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713289358744.png,"[0.002, 0.99, -11.754]",data_all/cross7/depth_align_cross7/1713289358744_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713288491987.png,"[-0.183, 0.751, -10.357]",data_all/cross7/depth_align_cross7/1713288491987_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713296967752.png,"[0.108, 0.107, -10.175]",data_all/cross7/depth_align_cross7/1713296971809_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713301917345.png,"[0.001, 0.07, -3.656]",data_all/cross7/depth_align_cross7/1713301942556_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713305472987.png,"[-0.388, 0.483, -9.78]",data_all/cross7/depth_align_cross7/1713305476796_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713320536426.png,"[-0.051, 0.126, -4.777]",data_all/cross7/depth_align_cross7/1713320551866_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713304011353.png,"[0.071, -0.067, -2.162]",data_all/cross7/depth_align_cross7/1713304034512_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713305882153.png,"[-0.069, 0.775, -9.919]",data_all/cross7/depth_align_cross7/1713305886011_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713307017993.png,"[0.243, 0.267, -4.617]",data_all/cross7/depth_align_cross7/1713307036989_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713311381176.png,"[-0.072, 0.048, -6.569]",data_all/cross7/depth_align_cross7/1713311392546_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713300299714.png,"[-0.176, 0.399, -13.266]",data_all/cross7/depth_align_cross7/1713300299714_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713294483778.png,"[-0.092, -0.042, -1.748]",data_all/cross7/depth_align_cross7/1713294509027_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713297374274.png,"[0.107, 0.083, -1.781]",data_all/cross7/depth_align_cross7/1713297401914_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713283613217.png,"[-0.21, 0.171, -4.857]",data_all/cross7/depth_align_cross7/1713283625279_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713299228488.png,"[-0.074, 0.182, -2.514]",data_all/cross7/depth_align_cross7/1713299248979_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713319102679.png,"[0.036, -0.117, -4.927]",data_all/cross7/depth_align_cross7/1713319122879_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713330378204.png,"[0.159, 0.032, -2.77]",data_all/cross7/depth_align_cross7/1713330397135_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713330188769.png,"[0.518, 0.096, -13.307]",data_all/cross7/depth_align_cross7/1713330188769_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713287842438.png,"[0.729, 0.47, -12.148]",data_all/cross7/depth_align_cross7/1713287842438_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713296292699.png,"[-0.015, -0.051, -1.522]",data_all/cross7/depth_align_cross7/1713296320292_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713296925376.png,"[0.177, 0.201, -10.627]",data_all/cross7/depth_align_cross7/1713296929234_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713287696613.png,"[0.11, 0.131, -2.812]",data_all/cross7/depth_align_cross7/1713287712636_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713299181138.png,"[0.072, 0.123, -1.662]",data_all/cross7/depth_align_cross7/1713299204990_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713326766781.png,"[-0.203, 0.203, -10.088]",data_all/cross7/depth_align_cross7/1713326774348_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713295866287.png,"[0.117, 0.833, -9.31]",data_all/cross7/depth_align_cross7/1713295874699_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713326055878.png,"[-0.269, 0.343, -7.089]",data_all/cross7/depth_align_cross7/1713326067349_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713299109537.png,"[0.425, -0.125, -8.41]",data_all/cross7/depth_align_cross7/1713299117403_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713326977927.png,"[-0.215, 0.554, -11.659]",data_all/cross7/depth_align_cross7/1713326981785_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713324748043.png,"[0.11, -0.234, -8.243]",data_all/cross7/depth_align_cross7/1713324751953_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713326177075.png,"[-0.121, 0.105, -4.565]",data_all/cross7/depth_align_cross7/1713326192303_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713291520035.png,"[0.376, 0.37, -9.914]",data_all/cross7/depth_align_cross7/1713291524141_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713298156557.png,"[0.153, -0.05, -4.829]",data_all/cross7/depth_align_cross7/1713298172283_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713318380707.png,"[0.412, 0.418, -10.989]",data_all/cross7/depth_align_cross7/1713318384866_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713296518818.png,"[0.093, -0.07, -3.522]",data_all/cross7/depth_align_cross7/1713296538857_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713284822062.png,"[-0.062, 0.125, -6.728]",data_all/cross7/depth_align_cross7/1713284834173_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713306823902.png,"[0.109, 0.387, -12.561]",data_all/cross7/depth_align_cross7/1713306831372_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713319954562.png,"[0.113, -0.109, -3.751]",data_all/cross7/depth_align_cross7/1713319969546_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713284473367.png,"[-0.145, 0.197, -6.804]",data_all/cross7/depth_align_cross7/1713284485230_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713284671667.png,"[-0.034, -0.112, -1.038]",data_all/cross7/depth_align_cross7/1713284703846_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713304470732.png,"[0.048, -0.022, -1.972]",data_all/cross7/depth_align_cross7/1713304493386_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713315534869.png,"[-0.181, 0.395, -5.82]",data_all/cross7/depth_align_cross7/1713315550913_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713304095046.png,"[0.005, -0.221, -3.516]",data_all/cross7/depth_align_cross7/1713304118347_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713300244352.png,"[-0.111, 0.359, -8.226]",data_all/cross7/depth_align_cross7/1713300256075_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713296756463.png,"[-0.105, 0.136, -12.73]",data_all/cross7/depth_align_cross7/1713296756463_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713327090303.png,"[-0.266, 0.043, -5.381]",data_all/cross7/depth_align_cross7/1713327105584_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713330466722.png,"[0.139, -0.003, -4.235]",data_all/cross7/depth_align_cross7/1713330482502_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713315439118.png,"[0.028, -0.056, -1.35]",data_all/cross7/depth_align_cross7/1713315463229_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713320406638.png,"[0.072, -0.121, -2.864]",data_all/cross7/depth_align_cross7/1713320425986_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713325104186.png,"[0.575, 0.482, -10.343]",data_all/cross7/depth_align_cross7/1713325104186_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713325893257.png,"[0.241, -0.32, -6.595]",data_all/cross7/depth_align_cross7/1713325900969_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713294260729.png,"[0.008, 0.087, -2.081]",data_all/cross7/depth_align_cross7/1713294281859_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713315329672.png,"[0.497, 0.079, -8.145]",data_all/cross7/depth_align_cross7/1713315333533_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713330264265.png,"[0.293, -0.042, -7.542]",data_all/cross7/depth_align_cross7/1713330272080_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713312832677.png,"[0.28, 0.76, -8.916]",data_all/cross7/depth_align_cross7/1713312840646_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713316375754.png,"[-0.065, 0.436, -7.116]",data_all/cross7/depth_align_cross7/1713316387286_depth_align.npy
Cross,data_all/cross7/tactile_nobg/1713294177014.png,"[0.118, -0.108, -3.923]",data_all/cross7/depth_align_cross7/1713294189782_depth_align.npy
