object,image,force,reference_image
Cross,data_all/cross7/tactile_nobg/1713305859554.png,"[0.005, -0.005, -1.131]",data_all/cross7/tactile_nobg/1713305859554.png
Cross,data_all/cross7/tactile_nobg/1713295811606.png,"[-0.069, -0.13, -6.49]",data_all/cross7/tactile_nobg/1713295811606.png
Cross,data_all/cross7/tactile_nobg/1713296123507.png,"[-0.031, -0.129, -3.392]",data_all/cross7/tactile_nobg/1713296123507.png
Cross,data_all/cross7/tactile_nobg/1713320422177.png,"[0.364, -0.482, -11.265]",data_all/cross7/tactile_nobg/1713320422177.png
Cross,data_all/cross7/tactile_nobg/1713330127734.png,"[0.143, 0.047, -3.019]",data_all/cross7/tactile_nobg/1713330127734.png
Cross,data_all/cross7/tactile_nobg/1713304470732.png,"[0.048, -0.022, -1.972]",data_all/cross7/tactile_nobg/1713304470732.png
Cross,data_all/cross7/tactile_nobg/1713309605721.png,"[0.057, 0.052, -2.32]",data_all/cross7/tactile_nobg/1713309605721.png
Cross,data_all/cross7/tactile_nobg/1713308480633.png,"[0.434, 0.186, -12.003]",data_all/cross7/tactile_nobg/1713308480633.png
Cross,data_all/cross7/tactile_nobg/1713319793135.png,"[0.117, -0.111, -6.465]",data_all/cross7/tactile_nobg/1713319793135.png
Cross,data_all/cross7/tactile_nobg/1713314103249.png,"[0.144, -0.01, -7.019]",data_all/cross7/tactile_nobg/1713314103249.png
Cross,data_all/cross7/tactile_nobg/1713307554939.png,"[0.052, -0.016, -1.264]",data_all/cross7/tactile_nobg/1713307554939.png
Cross,data_all/cross7/tactile_nobg/1713297011022.png,"[-0.056, 0.087, -11.524]",data_all/cross7/tactile_nobg/1713297011022.png
Cross,data_all/cross7/tactile_nobg/1713311736225.png,"[-0.016, -0.022, -0.773]",data_all/cross7/tactile_nobg/1713311736225.png
Cross,data_all/cross7/tactile_nobg/1713294674180.png,"[-0.002, 0.039, -3.562]",data_all/cross7/tactile_nobg/1713294674180.png
Cross,data_all/cross7/tactile_nobg/1713299898850.png,"[-0.007, 0.27, -5.83]",data_all/cross7/tactile_nobg/1713299898850.png
Cross,data_all/cross7/tactile_nobg/1713294715194.png,"[0.041, 0.203, -2.315]",data_all/cross7/tactile_nobg/1713294715194.png
Cross,data_all/cross7/tactile_nobg/1713289869759.png,"[-0.133, 0.128, -8.973]",data_all/cross7/tactile_nobg/1713289869759.png
Cross,data_all/cross7/tactile_nobg/1713314364845.png,"[0.21, 0.051, -6.039]",data_all/cross7/tactile_nobg/1713314364845.png
Cross,data_all/cross7/tactile_nobg/1713316828970.png,"[-0.224, 0.115, -8.623]",data_all/cross7/tactile_nobg/1713316828970.png
Cross,data_all/cross7/tactile_nobg/1713294269040.png,"[-0.024, 0.28, -3.916]",data_all/cross7/tactile_nobg/1713294269040.png
Cross,data_all/cross7/tactile_nobg/1713290092997.png,"[-0.094, 0.374, -13.187]",data_all/cross7/tactile_nobg/1713290092997.png
Cross,data_all/cross7/tactile_nobg/1713290808333.png,"[0.021, -0.171, -2.723]",data_all/cross7/tactile_nobg/1713290808333.png
Cross,data_all/cross7/tactile_nobg/1713324909966.png,"[0.095, -0.081, -3.722]",data_all/cross7/tactile_nobg/1713324909966.png
Cross,data_all/cross7/tactile_nobg/1713286540003.png,"[0.132, -0.042, -5.494]",data_all/cross7/tactile_nobg/1713286540003.png
Cross,data_all/cross7/tactile_nobg/1713320862801.png,"[-0.083, 0.044, -2.875]",data_all/cross7/tactile_nobg/1713320862801.png
Cross,data_all/cross7/tactile_nobg/1713287869583.png,"[0.197, -0.052, -3.325]",data_all/cross7/tactile_nobg/1713287869583.png
Cross,data_all/cross7/tactile_nobg/1713291427928.png,"[0.031, -0.028, -8.553]",data_all/cross7/tactile_nobg/1713291427928.png
Cross,data_all/cross7/tactile_nobg/1713329889652.png,"[0.338, 0.144, -7.774]",data_all/cross7/tactile_nobg/1713329889652.png
Cross,data_all/cross7/tactile_nobg/1713316057985.png,"[-0.473, 0.148, -12.428]",data_all/cross7/tactile_nobg/1713316057985.png
Cross,data_all/cross7/tactile_nobg/1713312812734.png,"[0.095, -0.004, -1.487]",data_all/cross7/tactile_nobg/1713312812734.png
Cross,data_all/cross7/tactile_nobg/1713318057357.png,"[0.015, 0.05, -2.352]",data_all/cross7/tactile_nobg/1713318057357.png
Cross,data_all/cross7/tactile_nobg/1713302995537.png,"[-0.009, -0.002, 0.019]",data_all/cross7/tactile_nobg/1713302995537.png
Cross,data_all/cross7/tactile_nobg/1713305583881.png,"[-0.124, 0.308, -4.944]",data_all/cross7/tactile_nobg/1713305583881.png
Cross,data_all/cross7/tactile_nobg/1713293662306.png,"[0.55, -0.081, -10.727]",data_all/cross7/tactile_nobg/1713293662306.png
Cross,data_all/cross7/tactile_nobg/1713294226379.png,"[0.153, 0.073, -2.897]",data_all/cross7/tactile_nobg/1713294226379.png
Cross,data_all/cross7/tactile_nobg/1713318147640.png,"[0.02, -0.038, -2.209]",data_all/cross7/tactile_nobg/1713318147640.png
Cross,data_all/cross7/tactile_nobg/1713297639344.png,"[0.016, -0.123, -3.76]",data_all/cross7/tactile_nobg/1713297639344.png
Cross,data_all/cross7/tactile_nobg/1713326721231.png,"[-0.143, 0.279, -6.474]",data_all/cross7/tactile_nobg/1713326721231.png
Cross,data_all/cross7/tactile_nobg/1713298507906.png,"[0.177, 0.005, -8.714]",data_all/cross7/tactile_nobg/1713298507906.png
Cross,data_all/cross7/tactile_nobg/1713288349136.png,"[0.058, -0.154, -3.016]",data_all/cross7/tactile_nobg/1713288349136.png
Cross,data_all/cross7/tactile_nobg/1713310144924.png,"[-0.012, 0.164, -3.671]",data_all/cross7/tactile_nobg/1713310144924.png
Cross,data_all/cross7/tactile_nobg/1713300622958.png,"[-0.05, -0.051, -2.99]",data_all/cross7/tactile_nobg/1713300622958.png
Cross,data_all/cross7/tactile_nobg/1713289007414.png,"[-0.288, -0.049, -7.799]",data_all/cross7/tactile_nobg/1713289007414.png
Cross,data_all/cross7/tactile_nobg/1713288866513.png,"[-0.01, 0.277, -3.35]",data_all/cross7/tactile_nobg/1713288866513.png
Cross,data_all/cross7/tactile_nobg/1713317887702.png,"[0.034, 0.062, -2.374]",data_all/cross7/tactile_nobg/1713317887702.png
Cross,data_all/cross7/tactile_nobg/1713314801877.png,"[0.181, 0.009, -6.19]",data_all/cross7/tactile_nobg/1713314801877.png
Cross,data_all/cross7/tactile_nobg/1713289826603.png,"[-0.112, 0.077, -8.264]",data_all/cross7/tactile_nobg/1713289826603.png
Cross,data_all/cross7/tactile_nobg/1713301911081.png,"[-0.022, -0.04, -2.842]",data_all/cross7/tactile_nobg/1713301911081.png
Cross,data_all/cross7/tactile_nobg/1713311287518.png,"[-0.003, -0.05, -1.701]",data_all/cross7/tactile_nobg/1713311287518.png
Cross,data_all/cross7/tactile_nobg/1713321474898.png,"[0.006, -0.008, 0.063]",data_all/cross7/tactile_nobg/1713321474898.png
Cross,data_all/cross7/tactile_nobg/1713312135138.png,"[0.308, 0.804, -16.614]",data_all/cross7/tactile_nobg/1713312135138.png
Cross,data_all/cross7/tactile_nobg/1713320114665.png,"[0.075, -0.086, -2.686]",data_all/cross7/tactile_nobg/1713320114665.png
Cross,data_all/cross7/tactile_nobg/1713329271922.png,"[0.429, 0.405, -12.582]",data_all/cross7/tactile_nobg/1713329271922.png
Cross,data_all/cross7/tactile_nobg/1713315305663.png,"[-0.007, -0.056, -0.284]",data_all/cross7/tactile_nobg/1713315305663.png
Cross,data_all/cross7/tactile_nobg/1713298207939.png,"[0.22, -0.37, -10.956]",data_all/cross7/tactile_nobg/1713298207939.png
Cross,data_all/cross7/tactile_nobg/1713295459580.png,"[-0.151, 0.22, -9.616]",data_all/cross7/tactile_nobg/1713295459580.png
Cross,data_all/cross7/tactile_nobg/1713290116235.png,"[-0.09, -0.068, -4.039]",data_all/cross7/tactile_nobg/1713290116235.png
Cross,data_all/cross7/tactile_nobg/1713320445386.png,"[-0.072, 0.001, -0.751]",data_all/cross7/tactile_nobg/1713320445386.png
Cross,data_all/cross7/tactile_nobg/1713303558416.png,"[0.155, 0.143, -5.284]",data_all/cross7/tactile_nobg/1713303558416.png
Cross,data_all/cross7/tactile_nobg/1713307489342.png,"[0.09, 0.609, -11.18]",data_all/cross7/tactile_nobg/1713307489342.png
Cross,data_all/cross7/tactile_nobg/1713317970179.png,"[0.022, -0.067, -1.768]",data_all/cross7/tactile_nobg/1713317970179.png
Cross,data_all/cross7/tactile_nobg/1713289747953.png,"[0.135, 0.724, -11.141]",data_all/cross7/tactile_nobg/1713289747953.png
Cross,data_all/cross7/tactile_nobg/1713315671627.png,"[-0.246, 0.399, -8.454]",data_all/cross7/tactile_nobg/1713315671627.png
Cross,data_all/cross7/tactile_nobg/1713298594461.png,"[0.41, 0.163, -8.877]",data_all/cross7/tactile_nobg/1713298594461.png
Cross,data_all/cross7/tactile_nobg/1713308772511.png,"[0.074, 0.05, -5.447]",data_all/cross7/tactile_nobg/1713308772511.png
Cross,data_all/cross7/tactile_nobg/1713311695205.png,"[-0.023, -0.078, -1.263]",data_all/cross7/tactile_nobg/1713311695205.png
Cross,data_all/cross7/tactile_nobg/1713320987476.png,"[-0.176, -0.088, -3.359]",data_all/cross7/tactile_nobg/1713320987476.png
Cross,data_all/cross7/tactile_nobg/1713290475027.png,"[-0.07, 0.017, -8.763]",data_all/cross7/tactile_nobg/1713290475027.png
Cross,data_all/cross7/tactile_nobg/1713328376348.png,"[0.18, 0.128, -4.803]",data_all/cross7/tactile_nobg/1713328376348.png
Cross,data_all/cross7/tactile_nobg/1713327140000.png,"[0.013, 0.573, -8.861]",data_all/cross7/tactile_nobg/1713327140000.png
Cross,data_all/cross7/tactile_nobg/1713288002505.png,"[0.117, -0.065, -3.351]",data_all/cross7/tactile_nobg/1713288002505.png
Cross,data_all/cross7/tactile_nobg/1713296951925.png,"[-0.013, -0.01, -3.186]",data_all/cross7/tactile_nobg/1713296951925.png
Cross,data_all/cross7/tactile_nobg/1713298715407.png,"[0.232, -0.059, -3.55]",data_all/cross7/tactile_nobg/1713298715407.png
Cross,data_all/cross7/tactile_nobg/1713290253880.png,"[0.184, 0.399, -8.503]",data_all/cross7/tactile_nobg/1713290253880.png
Cross,data_all/cross7/tactile_nobg/1713285724747.png,"[0.054, 0.009, -5.418]",data_all/cross7/tactile_nobg/1713285724747.png
Cross,data_all/cross7/tactile_nobg/1713317430698.png,"[0.025, 0.02, 0.009]",data_all/cross7/tactile_nobg/1713317430698.png
Cross,data_all/cross7/tactile_nobg/1713324257622.png,"[0.078, -0.034, -2.824]",data_all/cross7/tactile_nobg/1713324257622.png
Cross,data_all/cross7/tactile_nobg/1713325795045.png,"[0.065, -0.044, -1.57]",data_all/cross7/tactile_nobg/1713325795045.png
Cross,data_all/cross7/tactile_nobg/1713297053504.png,"[0.004, 0.113, -10.174]",data_all/cross7/tactile_nobg/1713297053504.png
Cross,data_all/cross7/tactile_nobg/1713295229235.png,"[-0.004, 0.732, -10.121]",data_all/cross7/tactile_nobg/1713295229235.png
Cross,data_all/cross7/tactile_nobg/1713309534891.png,"[0.266, 0.206, -6.622]",data_all/cross7/tactile_nobg/1713309534891.png
Cross,data_all/cross7/tactile_nobg/1713329669979.png,"[0.059, -0.186, -5.325]",data_all/cross7/tactile_nobg/1713329669979.png
Cross,data_all/cross7/tactile_nobg/1713314395934.png,"[0.005, -0.048, -0.763]",data_all/cross7/tactile_nobg/1713314395934.png
Cross,data_all/cross7/tactile_nobg/1713312341895.png,"[0.213, 0.35, -14.842]",data_all/cross7/tactile_nobg/1713312341895.png
Cross,data_all/cross7/tactile_nobg/1713286683541.png,"[0.188, 0.033, -6.74]",data_all/cross7/tactile_nobg/1713286683541.png
Cross,data_all/cross7/tactile_nobg/1713327601578.png,"[-0.061, 0.43, -11.849]",data_all/cross7/tactile_nobg/1713327601578.png
Cross,data_all/cross7/tactile_nobg/1713327835496.png,"[-0.004, -0.158, -5.651]",data_all/cross7/tactile_nobg/1713327835496.png
Cross,data_all/cross7/tactile_nobg/1713325084148.png,"[0.107, 0.046, -1.677]",data_all/cross7/tactile_nobg/1713325084148.png
Cross,data_all/cross7/tactile_nobg/1713310420670.png,"[-0.037, 0.076, -1.084]",data_all/cross7/tactile_nobg/1713310420670.png
Cross,data_all/cross7/tactile_nobg/1713295029600.png,"[-0.042, -0.038, -2.394]",data_all/cross7/tactile_nobg/1713295029600.png
Cross,data_all/cross7/tactile_nobg/1713283786065.png,"[-0.287, 0.283, -6.973]",data_all/cross7/tactile_nobg/1713283786065.png
Cross,data_all/cross7/tactile_nobg/1713325843726.png,"[0.082, 0.06, -3.265]",data_all/cross7/tactile_nobg/1713325843726.png
Cross,data_all/cross7/tactile_nobg/1713304607934.png,"[0.314, 0.122, -8.165]",data_all/cross7/tactile_nobg/1713304607934.png
Cross,data_all/cross7/tactile_nobg/1713326770540.png,"[-0.228, 0.227, -11.89]",data_all/cross7/tactile_nobg/1713326770540.png
Cross,data_all/cross7/tactile_nobg/1713298344327.png,"[0.709, 0.311, -10.747]",data_all/cross7/tactile_nobg/1713298344327.png
Cross,data_all/cross7/tactile_nobg/1713287618618.png,"[0.214, 0.077, -4.717]",data_all/cross7/tactile_nobg/1713287618618.png
Cross,data_all/cross7/tactile_nobg/1713314285444.png,"[0.53, 0.508, -8.313]",data_all/cross7/tactile_nobg/1713314285444.png
Cross,data_all/cross7/tactile_nobg/1713324043107.png,"[-0.026, -0.066, -4.856]",data_all/cross7/tactile_nobg/1713324043107.png
Cross,data_all/cross7/tactile_nobg/1713293480497.png,"[0.312, 0.046, -9.09]",data_all/cross7/tactile_nobg/1713293480497.png
Cross,data_all/cross7/tactile_nobg/1713284631426.png,"[0.026, -0.066, -1.743]",data_all/cross7/tactile_nobg/1713284631426.png
Cross,data_all/cross7/tactile_nobg/1713299556038.png,"[0.022, 0.674, -8.503]",data_all/cross7/tactile_nobg/1713299556038.png
Cross,data_all/cross7/tactile_nobg/1713308636799.png,"[0.076, -0.129, -3.974]",data_all/cross7/tactile_nobg/1713308636799.png
Cross,data_all/cross7/tactile_nobg/1713295765539.png,"[-0.161, 0.038, -6.702]",data_all/cross7/tactile_nobg/1713295765539.png
Cross,data_all/cross7/tactile_nobg/1713307982105.png,"[0.077, -0.068, -2.014]",data_all/cross7/tactile_nobg/1713307982105.png
Cross,data_all/cross7/tactile_nobg/1713322995275.png,"[0.033, 0.065, -0.646]",data_all/cross7/tactile_nobg/1713322995275.png
Cross,data_all/cross7/tactile_nobg/1713319672833.png,"[0.323, 0.126, -8.32]",data_all/cross7/tactile_nobg/1713319672833.png
Cross,data_all/cross7/tactile_nobg/1713328638393.png,"[0.356, 0.308, -9.91]",data_all/cross7/tactile_nobg/1713328638393.png
Cross,data_all/cross7/tactile_nobg/1713304072399.png,"[0.231, 0.043, -12.554]",data_all/cross7/tactile_nobg/1713304072399.png
Cross,data_all/cross7/tactile_nobg/1713320213635.png,"[0.692, 0.295, -11.242]",data_all/cross7/tactile_nobg/1713320213635.png
Cross,data_all/cross7/tactile_nobg/1713319055252.png,"[-0.008, -0.066, -1.993]",data_all/cross7/tactile_nobg/1713319055252.png
Cross,data_all/cross7/tactile_nobg/1713309462453.png,"[0.019, 0.02, 0.058]",data_all/cross7/tactile_nobg/1713309462453.png
Cross,data_all/cross7/tactile_nobg/1713324222047.png,"[0.288, 0.17, -5.129]",data_all/cross7/tactile_nobg/1713324222047.png
Cross,data_all/cross7/tactile_nobg/1713317020335.png,"[0.093, 0.067, -1.829]",data_all/cross7/tactile_nobg/1713317020335.png
Cross,data_all/cross7/tactile_nobg/1713315266559.png,"[0.08, -0.003, -1.22]",data_all/cross7/tactile_nobg/1713315266559.png
Cross,data_all/cross7/tactile_nobg/1713283988759.png,"[0.025, 0.031, -1.47]",data_all/cross7/tactile_nobg/1713283988759.png
Cross,data_all/cross7/tactile_nobg/1713311351579.png,"[-0.333, 0.673, -12.54]",data_all/cross7/tactile_nobg/1713311351579.png
Cross,data_all/cross7/tactile_nobg/1713316260273.png,"[-0.29, 0.339, -12.02]",data_all/cross7/tactile_nobg/1713316260273.png
Cross,data_all/cross7/tactile_nobg/1713320498478.png,"[-0.067, 0.436, -6.93]",data_all/cross7/tactile_nobg/1713320498478.png
Cross,data_all/cross7/tactile_nobg/1713319593270.png,"[0.325, 0.374, -9.661]",data_all/cross7/tactile_nobg/1713319593270.png
Cross,data_all/cross7/tactile_nobg/1713305799962.png,"[-0.37, 0.45, -10.428]",data_all/cross7/tactile_nobg/1713305799962.png
Cross,data_all/cross7/tactile_nobg/1713286995121.png,"[0.223, 0.177, -6.531]",data_all/cross7/tactile_nobg/1713286995121.png
Cross,data_all/cross7/tactile_nobg/1713316282687.png,"[-0.0, -0.009, -3.589]",data_all/cross7/tactile_nobg/1713316282687.png
Cross,data_all/cross7/tactile_nobg/1713313813987.png,"[0.057, -0.018, -6.096]",data_all/cross7/tactile_nobg/1713313813987.png
Cross,data_all/cross7/tactile_nobg/1713329180526.png,"[0.299, 0.396, -8.551]",data_all/cross7/tactile_nobg/1713329180526.png
Cross,data_all/cross7/tactile_nobg/1713326513616.png,"[-0.323, -0.108, -9.036]",data_all/cross7/tactile_nobg/1713326513616.png
Cross,data_all/cross7/tactile_nobg/1713312940623.png,"[0.043, -0.054, -1.629]",data_all/cross7/tactile_nobg/1713312940623.png
Cross,data_all/cross7/tactile_nobg/1713285221898.png,"[0.096, 0.419, -8.368]",data_all/cross7/tactile_nobg/1713285221898.png
Cross,data_all/cross7/tactile_nobg/1713313537629.png,"[0.007, -0.003, -0.912]",data_all/cross7/tactile_nobg/1713313537629.png
Cross,data_all/cross7/tactile_nobg/1713299101671.png,"[0.207, -0.136, -5.25]",data_all/cross7/tactile_nobg/1713299101671.png
Cross,data_all/cross7/tactile_nobg/1713300513027.png,"[0.056, 0.57, -10.139]",data_all/cross7/tactile_nobg/1713300513027.png
Cross,data_all/cross7/tactile_nobg/1713306872080.png,"[0.111, 0.92, -14.51]",data_all/cross7/tactile_nobg/1713306872080.png
Cross,data_all/cross7/tactile_nobg/1713290994845.png,"[0.116, 0.413, -6.264]",data_all/cross7/tactile_nobg/1713290994845.png
Cross,data_all/cross7/tactile_nobg/1713293604550.png,"[0.184, -0.083, -3.512]",data_all/cross7/tactile_nobg/1713293604550.png
Cross,data_all/cross7/tactile_nobg/1713295261889.png,"[0.015, 0.196, -3.282]",data_all/cross7/tactile_nobg/1713295261889.png
Cross,data_all/cross7/tactile_nobg/1713310597251.png,"[-0.141, 0.107, -5.101]",data_all/cross7/tactile_nobg/1713310597251.png
Cross,data_all/cross7/tactile_nobg/1713303090452.png,"[0.006, 0.046, -2.475]",data_all/cross7/tactile_nobg/1713303090452.png
Cross,data_all/cross7/tactile_nobg/1713325320853.png,"[0.345, -0.061, -11.189]",data_all/cross7/tactile_nobg/1713325320853.png
Cross,data_all/cross7/tactile_nobg/1713318877613.png,"[-0.026, -0.039, -1.444]",data_all/cross7/tactile_nobg/1713318877613.png
Cross,data_all/cross7/tactile_nobg/1713293385986.png,"[0.367, 0.267, -6.37]",data_all/cross7/tactile_nobg/1713293385986.png
Cross,data_all/cross7/tactile_nobg/1713316428652.png,"[-0.015, 0.862, -13.752]",data_all/cross7/tactile_nobg/1713316428652.png
Cross,data_all/cross7/tactile_nobg/1713330393279.png,"[0.508, 0.149, -9.242]",data_all/cross7/tactile_nobg/1713330393279.png
Cross,data_all/cross7/tactile_nobg/1713304030703.png,"[0.418, 0.26, -9.349]",data_all/cross7/tactile_nobg/1713304030703.png
Cross,data_all/cross7/tactile_nobg/1713328516078.png,"[0.255, 0.15, -11.03]",data_all/cross7/tactile_nobg/1713328516078.png
Cross,data_all/cross7/tactile_nobg/1713306083416.png,"[-0.249, 0.19, -7.571]",data_all/cross7/tactile_nobg/1713306083416.png
Cross,data_all/cross7/tactile_nobg/1713324748043.png,"[0.11, -0.234, -8.243]",data_all/cross7/tactile_nobg/1713324748043.png
Cross,data_all/cross7/tactile_nobg/1713310484640.png,"[-0.228, 0.536, -10.636]",data_all/cross7/tactile_nobg/1713310484640.png
Cross,data_all/cross7/tactile_nobg/1713295600146.png,"[0.036, 0.75, -12.049]",data_all/cross7/tactile_nobg/1713295600146.png
Cross,data_all/cross7/tactile_nobg/1713319422918.png,"[0.388, 0.064, -9.887]",data_all/cross7/tactile_nobg/1713319422918.png
Cross,data_all/cross7/tactile_nobg/1713310353498.png,"[-0.052, 0.396, -6.177]",data_all/cross7/tactile_nobg/1713310353498.png
Cross,data_all/cross7/tactile_nobg/1713297432758.png,"[0.278, 0.257, -6.302]",data_all/cross7/tactile_nobg/1713297432758.png
Cross,data_all/cross7/tactile_nobg/1713317712789.png,"[-0.194, -0.035, -4.476]",data_all/cross7/tactile_nobg/1713317712789.png
Cross,data_all/cross7/tactile_nobg/1713295939656.png,"[-0.03, 0.057, -2.12]",data_all/cross7/tactile_nobg/1713295939656.png
Cross,data_all/cross7/tactile_nobg/1713311007377.png,"[-0.043, 0.343, -4.764]",data_all/cross7/tactile_nobg/1713311007377.png
Cross,data_all/cross7/tactile_nobg/1713326286438.png,"[-0.048, -0.053, -0.904]",data_all/cross7/tactile_nobg/1713326286438.png
Cross,data_all/cross7/tactile_nobg/1713289209098.png,"[-0.071, 0.037, -2.471]",data_all/cross7/tactile_nobg/1713289209098.png
Cross,data_all/cross7/tactile_nobg/1713310875620.png,"[-0.04, -0.115, -2.287]",data_all/cross7/tactile_nobg/1713310875620.png
Cross,data_all/cross7/tactile_nobg/1713328752249.png,"[0.038, 0.037, -3.751]",data_all/cross7/tactile_nobg/1713328752249.png
Cross,data_all/cross7/tactile_nobg/1713316892372.png,"[-0.106, -0.148, -1.108]",data_all/cross7/tactile_nobg/1713316892372.png
